,image,odometer_type,mileage,width,height,boxes,labels,num_obj
577,00000409-PHOTO-2020-11-27-13-56-50.jpg,digital,117585,576,1024,"[[321, 516, 335, 537], [329, 486, 343, 505], [315, 485, 330, 504], [337, 517, 351, 538], [305, 515, 320, 537], [290, 514, 304, 536], [282, 516, 289, 535], [266, 514, 273, 534]]","[8, 0, 0, 5, 5, 7, 1, 1]",8
578,00000410-PHOTO-2020-11-27-13-57-59.jpg,analog,170524,576,1024,"[[297, 353, 318, 383], [351, 371, 369, 396], [221, 352, 230, 379], [269, 355, 290, 382], [322, 358, 344, 385], [243, 351, 263, 377]]","[5, 4, 1, 0, 2, 7]",6
579,00000411-PHOTO-2020-11-27-13-57-59.jpg,digital,188365,1024,768,"[[603, 294, 626, 330], [624, 293, 645, 328], [618, 375, 642, 412], [644, 373, 666, 409], [652, 331, 672, 363], [587, 336, 608, 367], [630, 332, 651, 365], [565, 337, 586, 369], [556, 339, 565, 369], [609, 335, 630, 367], [481, 344, 501, 375], [560, 379, 584, 416], [584, 377, 609, 414]]","[2, 6, 5, 7, 5, 8, 6, 8, 1, 3, 3, 2, 0]",13
580,00000412-PHOTO-2020-11-27-13-57-59.jpg,analog,44823,768,1024,"[[169, 522, 185, 544], [207, 565, 237, 602], [170, 583, 202, 622], [277, 538, 312, 576], [315, 523, 353, 566], [356, 520, 389, 555], [144, 567, 162, 588], [154, 527, 172, 550], [378, 501, 394, 524], [243, 549, 275, 586]]","[0, 4, 0, 8, 2, 3, 0, 3, 7, 4]",10
581,00000413-PHOTO-2020-11-27-13-57-59.jpg,digital,151928,768,1024,"[[371, 509, 385, 529], [365, 509, 372, 529], [379, 487, 386, 506], [392, 511, 398, 530], [406, 489, 413, 508], [411, 512, 425, 532], [412, 489, 426, 509], [424, 512, 438, 533], [398, 510, 411, 532], [426, 489, 440, 510], [385, 487, 399, 508]]","[5, 1, 1, 1, 1, 2, 2, 8, 9, 9, 0]",11
582,00000414-PHOTO-2020-11-27-13-57-59.jpg,digital,152011,768,1024,"[[375, 622, 389, 643], [376, 597, 390, 618], [405, 598, 419, 620], [398, 624, 405, 643], [412, 624, 418, 644], [355, 597, 361, 616], [339, 621, 346, 640], [360, 621, 375, 642], [390, 598, 404, 619], [346, 620, 360, 642], [361, 596, 375, 617]]","[0, 9, 6, 1, 1, 1, 1, 2, 5, 5, 0]",11
583,00000415-PHOTO-2020-11-27-13-57-59.jpg,digital,65308,768,1024,"[[353, 515, 365, 532], [328, 516, 340, 533], [302, 517, 312, 533], [353, 485, 363, 499], [343, 485, 353, 499], [333, 485, 343, 499], [365, 515, 375, 531], [373, 484, 383, 499], [363, 484, 373, 499], [339, 516, 351, 533]]","[2, 2, 3, 3, 5, 6, 7, 8, 0, 0]",10
584,00000416-PHOTO-2020-11-27-13-57-59.jpg,analog,2907,1024,1024,"[[526, 520, 554, 552], [418, 521, 446, 558], [455, 520, 481, 555], [563, 518, 591, 554], [490, 518, 518, 551], [598, 515, 622, 546]]","[9, 0, 0, 0, 2, 7]",6
585,00000417-PHOTO-2020-11-27-13-57-59.jpg,digital,26136,472,1024,"[[222, 482, 233, 498], [290, 464, 302, 482], [348, 465, 359, 484], [338, 465, 349, 484], [268, 501, 282, 520], [261, 483, 272, 499], [257, 501, 269, 520], [293, 483, 302, 499], [287, 484, 293, 499], [329, 465, 338, 483], [302, 484, 313, 500], [272, 483, 282, 499], [284, 502, 296, 520], [296, 503, 309, 521], [271, 463, 282, 482], [237, 506, 247, 519]]","[0, 0, 0, 0, 0, 2, 2, 3, 1, 1, 6, 6, 5, 8, 8, 9]",16
586,00000418-PHOTO-2020-11-27-13-57-59.jpg,digital,149381,1024,768,"[[668, 472, 682, 494], [646, 473, 659, 495], [578, 499, 592, 520], [633, 473, 647, 495], [603, 499, 617, 518], [566, 501, 579, 519], [591, 499, 604, 519], [619, 523, 625, 543], [605, 524, 611, 544], [586, 525, 592, 545], [571, 525, 578, 545], [560, 501, 567, 520], [622, 499, 629, 517], [517, 502, 531, 522]]","[0, 9, 9, 8, 8, 4, 3, 1, 1, 1, 1, 1, 1, 0]",14
587,00000419-PHOTO-2020-11-27-13-57-59.jpg,digital,118794,768,1024,"[[365, 326, 370, 345], [397, 325, 411, 348], [369, 325, 383, 347], [384, 325, 397, 346], [410, 325, 425, 346], [351, 325, 357, 347]]","[1, 9, 8, 7, 4, 1]",6
588,00000420-PHOTO-2020-11-27-13-57-59.jpg,analog,170524,576,1024,"[[234, 484, 245, 498], [217, 479, 230, 494], [203, 478, 215, 492], [187, 479, 200, 494], [172, 478, 183, 492], [159, 479, 166, 495]]","[4, 2, 5, 0, 7, 1]",6
589,00000422-PHOTO-2020-11-27-13-57-59.jpg,analog,1496,768,1024,"[[247, 521, 267, 545], [340, 518, 359, 537], [317, 519, 338, 546], [294, 520, 313, 544], [275, 520, 286, 547], [224, 521, 244, 546]]","[0, 6, 9, 4, 1, 0]",6
590,00000422-PHOTO-2020-12-16-22-52-09.jpg,digital,18341,1600,1200,"[[314, 352, 350, 410], [386, 357, 420, 415], [350, 355, 385, 412], [438, 364, 456, 417], [300, 354, 316, 406]]","[8, 4, 3, 1, 1]",5
591,00000423-PHOTO-2020-11-27-13-57-59.jpg,digital,167142,576,1024,"[[235, 466, 242, 482], [229, 432, 235, 447], [260, 433, 267, 447], [234, 431, 246, 448], [245, 431, 257, 448], [240, 464, 253, 483], [276, 432, 289, 449], [266, 433, 277, 448], [267, 465, 280, 483], [262, 466, 269, 483]]","[1, 1, 1, 6, 7, 0, 2, 4, 4, 1]",10
592,00000424-PHOTO-2020-11-27-13-57-59.jpg,analog,2913,1024,1024,"[[425, 606, 443, 631], [474, 600, 494, 623], [499, 599, 518, 623], [530, 598, 537, 622], [549, 591, 567, 611], [420, 591, 429, 603], [450, 604, 468, 628]]","[0, 2, 9, 1, 3, 0, 0]",7
593,00000425-PHOTO-2020-11-27-13-57-59.jpg,digital,65308,576,1024,"[[261, 432, 271, 446], [281, 432, 291, 446], [231, 464, 240, 479], [263, 464, 268, 479], [271, 432, 281, 446], [301, 432, 310, 446], [292, 463, 303, 479], [291, 432, 301, 446], [267, 463, 279, 480], [281, 463, 292, 479]]","[6, 3, 3, 1, 5, 8, 8, 0, 0, 2]",10
594,00000426-PHOTO-2020-11-27-13-57-59.jpg,digital,159657,1024,768,"[[635, 242, 661, 289], [671, 297, 694, 337], [637, 296, 664, 339], [538, 299, 548, 338], [559, 355, 570, 398], [571, 352, 603, 399], [617, 353, 646, 399], [647, 352, 680, 400], [606, 242, 633, 290], [579, 297, 607, 339], [608, 297, 635, 338], [551, 297, 577, 338]]","[7, 7, 5, 1, 1, 0, 3, 2, 2, 9, 6, 5]",12
595,00000427-PHOTO-2020-11-27-13-57-59.jpg,digital,116539,1024,768,"[[491, 436, 520, 480], [471, 497, 505, 550], [429, 437, 457, 481], [431, 379, 449, 427], [387, 497, 421, 549], [396, 436, 426, 480], [372, 500, 385, 549], [352, 439, 364, 479], [384, 439, 396, 478], [456, 378, 484, 427], [435, 498, 469, 549], [461, 436, 489, 481]]","[9, 5, 5, 1, 0, 6, 1, 1, 1, 4, 4, 3]",12
596,00000428-PHOTO-2020-11-27-13-58-26.jpg,analog,105,768,1024,"[[123, 600, 143, 626], [256, 598, 271, 617], [205, 588, 216, 613], [109, 589, 120, 604], [226, 583, 246, 608], [173, 591, 194, 617], [148, 596, 169, 622]]","[0, 5, 1, 0, 0, 0, 0]",7
597,00000429-PHOTO-2020-11-27-13-58-26.jpg,analog,7239,473,1024,"[[241, 555, 258, 576], [154, 550, 171, 572], [176, 551, 192, 572], [198, 552, 214, 572], [262, 569, 277, 586], [219, 554, 236, 575]]","[3, 0, 0, 7, 9, 2]",6
598,00000430-PHOTO-2020-11-27-13-58-26.jpg,analog,6093,576,1024,"[[156, 456, 179, 484], [216, 449, 239, 478], [186, 453, 209, 481], [246, 449, 267, 477], [127, 462, 150, 491], [96, 467, 118, 495], [82, 443, 93, 459]]","[6, 9, 0, 3, 0, 0, 0]",7
599,00000431-PHOTO-2020-11-27-13-58-26.jpg,analog,8304,576,1024,"[[335, 449, 356, 477], [268, 443, 293, 473], [236, 443, 260, 474], [299, 442, 325, 473], [204, 445, 229, 477], [173, 447, 196, 479]]","[4, 3, 8, 0, 0, 0]",6
600,00000432-PHOTO-2020-11-27-13-58-26.jpg,digital,191840,576,1024,"[[240, 459, 250, 473], [242, 476, 247, 491], [254, 460, 259, 473], [260, 476, 271, 492], [267, 459, 276, 473], [275, 459, 285, 474], [270, 476, 281, 493], [247, 476, 257, 492], [258, 459, 267, 473], [236, 459, 241, 473]]","[9, 1, 1, 5, 4, 0, 0, 0, 8, 1]",10
601,00000433-PHOTO-2020-11-27-13-58-26.jpg,analog,12660,576,1024,"[[151, 509, 175, 535], [155, 436, 167, 449], [138, 473, 150, 486], [250, 428, 274, 453], [172, 495, 194, 517], [207, 458, 232, 484], [189, 476, 216, 503], [261, 416, 272, 429], [149, 442, 160, 455], [181, 419, 193, 434], [229, 443, 254, 468]]","[0, 0, 0, 0, 1, 6, 2, 7, 4, 5, 6]",11
602,00000433-PHOTO-2020-12-16-22-57-35.jpg,analog,14209,1200,1600,"[[502, 750, 515, 797], [684, 743, 713, 782], [633, 740, 669, 786], [444, 749, 479, 798], [538, 745, 573, 792], [586, 747, 623, 793]]","[1, 9, 0, 0, 4, 2]",6
603,00000434-PHOTO-2020-11-27-13-58-26.jpg,analog,44823,576,1024,"[[127, 566, 152, 595], [207, 530, 233, 561], [183, 540, 206, 568], [156, 551, 178, 580], [268, 518, 291, 544], [283, 506, 295, 521], [235, 521, 265, 552], [116, 523, 130, 540], [108, 553, 122, 570], [126, 519, 140, 537]]","[0, 8, 4, 4, 3, 7, 2, 3, 0, 0]",10
604,00000434-PHOTO-2020-12-16-23-05-26.jpg,digital,83692,1200,1600,"[[576, 675, 597, 707], [554, 676, 576, 707], [572, 714, 595, 750], [616, 675, 638, 707], [595, 674, 618, 707], [603, 714, 626, 750], [626, 715, 650, 749], [561, 716, 573, 750], [638, 675, 659, 706]]","[3, 8, 9, 9, 6, 5, 4, 1, 2]",9
605,00000435-PHOTO-2020-11-27-13-58-26.jpg,analog,22277,576,1024,"[[407, 353, 430, 382], [379, 360, 405, 391], [350, 364, 377, 395], [297, 370, 320, 401], [323, 368, 348, 398], [290, 354, 301, 371], [440, 361, 459, 388]]","[7, 2, 2, 0, 2, 0, 7]",7
606,00000437-PHOTO-2020-11-27-13-58-26.jpg,digital,189790,1024,768,"[[744, 535, 758, 558], [715, 532, 731, 554], [728, 507, 745, 532], [730, 562, 748, 588], [695, 531, 702, 551], [703, 559, 712, 583], [719, 561, 727, 584], [756, 537, 772, 559], [746, 563, 765, 590], [743, 508, 759, 532], [731, 534, 744, 556], [701, 530, 716, 553]]","[9, 9, 2, 2, 1, 1, 1, 0, 0, 7, 7, 8]",12
607,00000438-PHOTO-2020-11-27-13-58-26.jpg,analog,558,768,1024,"[[227, 518, 254, 554], [260, 516, 289, 550], [404, 505, 428, 536], [366, 507, 394, 540], [332, 510, 359, 544], [295, 513, 324, 548]]","[0, 0, 8, 5, 5, 0]",6
608,00000440-PHOTO-2020-11-27-13-58-26.jpg,digital,115922,766,1024,"[[392, 683, 402, 724], [361, 684, 371, 725], [367, 632, 377, 669], [340, 632, 350, 669], [279, 697, 289, 728], [289, 696, 310, 727], [460, 629, 486, 667], [432, 630, 458, 668], [402, 580, 428, 624], [414, 681, 444, 724], [378, 631, 405, 669], [428, 580, 452, 623], [445, 679, 475, 724], [405, 630, 431, 669]]","[1, 1, 1, 1, 1, 3, 2, 2, 2, 5, 5, 7, 9, 9]",14
609,00000441-PHOTO-2020-11-27-14-47-47.jpg,digital,116539,1600,1200,"[[675, 591, 703, 668], [720, 682, 762, 750], [603, 776, 656, 858], [769, 682, 813, 751], [712, 590, 756, 668], [681, 780, 731, 855], [582, 781, 601, 855], [600, 686, 619, 749], [551, 685, 570, 750], [620, 682, 664, 750], [669, 681, 712, 750], [736, 776, 788, 859]]","[1, 3, 0, 9, 4, 4, 1, 1, 1, 6, 5, 5]",12
610,00000442-PHOTO-2020-11-27-20-22-03.jpg,analog,6435,576,1024,"[[84, 455, 99, 473], [268, 463, 291, 492], [234, 465, 261, 498], [202, 468, 227, 500], [166, 470, 193, 502], [133, 475, 159, 509], [98, 479, 124, 513]]","[0, 5, 3, 4, 6, 0, 0]",7
611,00000443-PHOTO-2020-11-27-20-22-03.jpg,analog,8741,576,1024,"[[208, 550, 231, 579], [148, 553, 171, 582], [178, 553, 201, 581], [303, 570, 312, 592], [238, 549, 260, 577], [267, 550, 290, 579]]","[8, 0, 0, 1, 7, 4]",6
612,00000444-PHOTO-2020-11-27-20-22-32.jpg,digital,171,1024,576,"[[680, 431, 702, 468], [733, 432, 758, 465], [666, 435, 674, 468], [720, 432, 729, 466]]","[7, 4, 1, 1]",4
613,00000445-PHOTO-2020-11-27-20-22-32.jpg,digital,185311,1024,576,"[[541, 360, 550, 389], [656, 348, 665, 376], [551, 356, 573, 389], [574, 354, 595, 387], [633, 351, 642, 378], [599, 351, 619, 384]]","[1, 1, 8, 5, 1, 3]",6
614,00000446-PHOTO-2020-11-27-20-22-32.jpg,digital,217846,505,1024,"[[268, 443, 284, 466], [288, 442, 303, 465], [248, 443, 265, 466], [294, 466, 304, 482], [281, 466, 292, 482], [268, 467, 279, 483], [257, 466, 266, 483], [230, 467, 241, 484], [249, 466, 254, 484], [238, 444, 245, 465]]","[6, 6, 0, 6, 4, 8, 7, 2, 1, 1]",10
615,00000447-PHOTO-2020-11-27-20-22-32.jpg,digital,316384,768,1024,"[[405, 509, 419, 529], [354, 508, 362, 529], [373, 532, 390, 559], [377, 507, 390, 530], [334, 507, 348, 529], [390, 532, 405, 560], [362, 508, 375, 529], [391, 508, 405, 530], [350, 533, 367, 558]]","[4, 1, 2, 3, 3, 5, 6, 8, 4]",9
616,00000448-PHOTO-2020-11-27-20-22-32.jpg,digital,85,768,1024,"[[367, 492, 380, 515], [365, 518, 381, 546], [324, 518, 341, 544], [348, 518, 366, 546], [383, 492, 396, 516], [351, 491, 366, 515]]","[5, 5, 4, 2, 9, 8]",6
617,00000449-PHOTO-2020-11-27-20-22-32.jpg,digital,231945,768,1024,"[[362, 488, 398, 539], [169, 574, 200, 615], [285, 554, 324, 614], [491, 419, 525, 480], [424, 419, 459, 479], [399, 486, 434, 540], [336, 554, 377, 616], [112, 486, 148, 538], [256, 486, 290, 540], [327, 486, 363, 539], [378, 555, 419, 616], [389, 420, 425, 479], [359, 418, 386, 479], [312, 488, 326, 538], [218, 486, 253, 540]]","[4, 4, 7, 7, 5, 5, 5, 0, 3, 9, 8, 8, 1, 1, 2]",15
618,00000449-PHOTO-2020-12-17-08-38-32.jpg,digital,28255,787,1600,"[[313, 929, 329, 951], [359, 924, 378, 951], [363, 896, 381, 920], [363, 869, 381, 895], [392, 869, 406, 896], [447, 871, 459, 897], [383, 924, 402, 952], [400, 924, 418, 951], [349, 895, 365, 920], [380, 896, 394, 921], [394, 896, 409, 921], [408, 897, 424, 921], [459, 871, 475, 897], [474, 871, 490, 897]]","[8, 8, 8, 8, 1, 1, 3, 7, 2, 2, 5, 5, 0, 0]",14
619,00000450-PHOTO-2020-11-27-20-22-32.jpg,digital,117661,576,1024,"[[255, 497, 262, 516], [327, 499, 333, 519], [270, 498, 276, 516], [277, 498, 289, 517], [287, 470, 299, 488], [290, 498, 304, 517], [305, 498, 318, 518], [299, 470, 312, 488], [312, 471, 325, 488]]","[1, 1, 1, 7, 7, 6, 6, 6, 2]",9
620,00000451-PHOTO-2020-11-27-21-30-52.jpg,analog,948,768,1024,"[[354, 402, 383, 442], [431, 389, 458, 420], [393, 399, 422, 436], [274, 407, 304, 446], [314, 404, 344, 443], [234, 410, 265, 450]]","[9, 8, 4, 0, 0, 0]",6
621,00000451-PHOTO-2020-12-17-09-55-16.jpg,analog,58842,899,1599,"[[353, 949, 385, 988], [391, 945, 424, 984], [433, 944, 464, 978], [473, 931, 501, 962], [276, 964, 308, 1003], [265, 948, 281, 969], [315, 956, 347, 994]]","[8, 8, 4, 2, 0, 0, 5]",7
622,00000452-PHOTO-2020-11-27-21-30-52.jpg,digital,159675,1024,768,"[[623, 470, 637, 514], [620, 531, 658, 589], [707, 536, 746, 592], [637, 469, 668, 517], [770, 476, 800, 523], [670, 470, 701, 519], [740, 473, 769, 520], [735, 410, 767, 465], [745, 537, 782, 593], [702, 471, 735, 520], [658, 534, 696, 590], [702, 410, 733, 465]]","[1, 2, 2, 5, 5, 9, 7, 7, 6, 6, 0, 2]",12
623,00000452-PHOTO-2020-12-17-09-56-10.jpg,analog,10883,900,1600,"[[275, 739, 290, 778], [306, 737, 336, 775], [226, 742, 259, 782], [422, 723, 448, 752], [217, 722, 232, 743], [344, 734, 375, 770], [383, 731, 413, 766]]","[1, 0, 0, 3, 0, 8, 8]",7
624,00000453-PHOTO-2020-11-27-21-30-52.jpg,digital,118860,768,1024,"[[358, 204, 365, 228], [379, 204, 394, 229], [394, 205, 409, 230], [408, 204, 425, 230], [343, 203, 351, 229], [364, 204, 380, 229]]","[1, 8, 6, 0, 1, 8]",6
625,00000454-PHOTO-2020-11-27-21-30-52.jpg,digital,16453,1024,576,"[[594, 259, 621, 303], [501, 260, 515, 302], [566, 258, 593, 303], [540, 259, 567, 302], [513, 258, 541, 302]]","[3, 1, 5, 4, 6]",5
626,00000454-PHOTO-2020-12-17-09-57-13.jpg,analog,183393,810,1440,"[[151, 611, 163, 655], [188, 612, 223, 656], [333, 616, 367, 661], [284, 611, 319, 653], [382, 652, 413, 691], [234, 616, 269, 660], [383, 600, 417, 640]]","[1, 8, 9, 3, 3, 3, 2]",7
627,00000455-PHOTO-2020-11-27-21-30-52.jpg,analog,602,1024,576,"[[417, 278, 433, 299], [475, 276, 493, 297], [436, 278, 453, 299], [456, 277, 473, 298], [495, 276, 513, 298], [515, 275, 533, 296]]","[0, 6, 0, 0, 0, 2]",6
628,00000455-PHOTO-2020-12-17-09-57-43.jpg,digital,120045,1200,1600,"[[569, 412, 576, 441], [575, 411, 594, 443], [594, 411, 614, 442], [614, 410, 633, 441], [632, 411, 653, 439], [652, 409, 671, 441]]","[1, 2, 0, 0, 4, 5]",6
629,00000456-PHOTO-2020-11-27-21-30-52.jpg,analog,171283,576,1024,"[[281, 348, 295, 364], [263, 345, 277, 364], [245, 348, 260, 366], [210, 347, 224, 365], [232, 348, 238, 366], [197, 348, 204, 366]]","[3, 8, 2, 7, 1, 1]",6
630,00000456-PHOTO-2020-12-17-10-11-15.jpg,digital,152666,738,1600,"[[443, 759, 457, 782], [396, 783, 410, 803], [383, 783, 397, 803], [456, 760, 470, 782], [337, 783, 344, 803], [432, 759, 443, 782], [352, 808, 370, 831], [356, 782, 370, 802], [373, 808, 389, 832], [388, 809, 405, 832], [370, 782, 384, 803], [344, 782, 357, 803], [381, 758, 396, 781], [355, 757, 371, 781]]","[0, 6, 6, 0, 1, 1, 9, 2, 2, 2, 6, 5, 7, 8]",14
631,00000457-PHOTO-2020-12-17-10-17-58.jpg,digital,235725,899,1600,"[[452, 765, 469, 791], [461, 824, 470, 852], [414, 823, 423, 851], [394, 764, 412, 791], [414, 765, 431, 790], [432, 765, 450, 791], [488, 767, 505, 793], [469, 766, 486, 792], [422, 822, 443, 852], [469, 823, 489, 853]]","[7, 1, 1, 2, 3, 5, 5, 2, 0, 8]",10
632,00000458-PHOTO-2020-11-28-08-38-41.jpg,digital,279491,492,1024,"[[225, 356, 237, 375], [257, 356, 264, 375], [228, 378, 240, 401], [185, 356, 198, 375], [242, 377, 256, 401], [199, 356, 211, 375], [211, 356, 224, 375], [238, 356, 250, 375], [212, 378, 226, 401]]","[4, 1, 3, 2, 6, 7, 9, 9, 9]",9
633,00000458-PHOTO-2020-12-17-10-19-21.jpg,analog,62860,900,1600,"[[314, 680, 327, 696], [323, 675, 338, 691], [306, 712, 320, 728], [319, 731, 347, 764], [471, 673, 495, 704], [405, 688, 433, 718], [375, 702, 407, 734], [439, 683, 467, 714], [346, 717, 374, 747]]","[3, 0, 0, 0, 0, 8, 2, 6, 6]",9
634,00000459-PHOTO-2020-11-28-08-38-41.jpg,digital,179,492,1024,"[[199, 353, 213, 377], [238, 331, 251, 350], [229, 353, 243, 377], [205, 332, 211, 350], [213, 331, 224, 351], [215, 353, 228, 377], [225, 331, 237, 350]]","[9, 6, 6, 1, 7, 3, 9]",7
635,00000460-PHOTO-2020-12-17-10-26-20.jpg,analog,7996,901,1600,"[[425, 869, 466, 918], [184, 855, 230, 913], [361, 844, 408, 902], [125, 859, 171, 916], [243, 846, 286, 902], [301, 845, 350, 904]]","[6, 0, 9, 0, 7, 9]",6
636,00000461-PHOTO-2020-11-28-08-39-36.jpg,analog,13571,768,1024,"[[338, 528, 371, 560], [388, 479, 418, 511], [287, 478, 302, 495], [362, 501, 397, 537], [330, 448, 346, 465], [430, 472, 452, 496], [316, 554, 342, 584], [295, 470, 311, 487], [270, 519, 288, 537], [261, 564, 280, 581], [286, 574, 320, 608]]","[3, 7, 4, 5, 5, 1, 1, 0, 0, 0, 0]",11
637,00000461-PHOTO-2020-12-17-10-33-29.jpg,digital,161120,1600,1200,"[[964, 853, 975, 895], [926, 741, 953, 787], [891, 797, 902, 834], [920, 797, 930, 835], [855, 852, 867, 896], [835, 798, 845, 835], [904, 741, 923, 787], [845, 795, 873, 836], [931, 794, 959, 835], [960, 795, 987, 835], [867, 850, 898, 897], [913, 850, 942, 897]]","[1, 7, 1, 1, 1, 1, 1, 6, 2, 0, 0, 3]",12
638,00000462-PHOTO-2020-11-28-08-39-36.jpg,digital,116635,472,1024,"[[246, 418, 255, 430], [236, 403, 245, 417], [231, 418, 239, 431], [223, 418, 231, 431], [230, 403, 237, 418], [212, 419, 217, 431], [219, 419, 224, 431], [242, 432, 252, 446], [184, 420, 193, 432], [233, 432, 243, 447], [222, 433, 231, 447], [239, 418, 247, 430], [213, 433, 222, 448]]","[5, 4, 6, 6, 1, 1, 1, 2, 0, 2, 2, 3, 2]",13
639,00000462-PHOTO-2020-12-17-10-34-18.jpg,digital,118044,1600,991,"[[732, 893, 756, 934], [736, 939, 760, 974], [712, 938, 735, 975], [688, 938, 711, 974], [654, 940, 663, 974], [677, 940, 687, 973], [713, 892, 728, 933], [760, 940, 784, 974]]","[7, 4, 0, 8, 1, 1, 1, 4]",8
640,00000463-PHOTO-2020-11-28-08-39-36.jpg,analog,45955,768,1024,"[[328, 702, 358, 731], [324, 766, 358, 794], [326, 736, 358, 763], [335, 640, 366, 668], [340, 612, 370, 634], [332, 673, 365, 699]]","[5, 0, 4, 5, 5, 9]",6
641,00000463-PHOTO-2020-12-17-10-35-04.jpg,digital,75683,1200,1600,"[[705, 714, 742, 764], [671, 714, 705, 761], [638, 712, 671, 760], [614, 710, 640, 755], [796, 669, 809, 704], [702, 605, 743, 661], [627, 606, 647, 655], [645, 601, 688, 659], [741, 716, 776, 764], [747, 612, 785, 665]]","[8, 6, 5, 7, 1, 3, 1, 0, 3, 4]",10
642,00000464-PHOTO-2020-11-28-08-39-36.jpg,analog,23630,766,1024,"[[425, 431, 451, 460], [457, 430, 483, 460], [394, 436, 420, 465], [361, 439, 389, 470], [330, 443, 356, 473], [327, 425, 340, 441], [490, 428, 512, 457]]","[6, 3, 3, 2, 0, 0, 0]",7
643,00000464-PHOTO-2020-12-17-10-35-23.jpg,analog,15954,900,1600,"[[279, 629, 306, 665], [392, 632, 420, 668], [354, 629, 384, 664], [429, 633, 457, 669], [466, 654, 492, 686], [326, 630, 336, 666]]","[0, 9, 5, 5, 4, 1]",6
644,00000465-PHOTO-2020-11-28-08-39-36.jpg,analog,1194,576,1024,"[[242, 487, 265, 515], [220, 487, 229, 516], [191, 487, 200, 517], [156, 488, 179, 517], [127, 489, 150, 518], [273, 485, 291, 509]]","[9, 1, 1, 0, 0, 4]",6
645,00000465-PHOTO-2020-12-17-10-35-43.jpg,digital,163977,899,1599,"[[308, 716, 316, 744], [388, 645, 405, 673], [403, 644, 419, 671], [433, 641, 450, 668], [299, 684, 317, 709], [359, 709, 378, 738], [317, 682, 333, 708], [341, 711, 360, 740], [316, 714, 335, 743], [332, 681, 350, 707], [375, 646, 387, 675], [292, 687, 301, 709], [350, 679, 366, 704], [366, 678, 382, 702]]","[1, 0, 5, 6, 6, 6, 3, 3, 0, 9, 1, 1, 7, 7]",14
646,00000466-PHOTO-2020-11-28-08-39-36.jpg,digital,65439,461,1024,"[[198, 468, 204, 476], [203, 467, 209, 476], [174, 483, 180, 493], [192, 483, 198, 492], [199, 482, 205, 493], [205, 482, 211, 492], [187, 483, 193, 493], [193, 467, 199, 477], [208, 467, 214, 475], [188, 467, 194, 476]]","[4, 3, 3, 3, 2, 0, 2, 5, 9, 6]",10
647,00000466-PHOTO-2020-12-17-10-37-28.jpg,analog,24458,800,1600,"[[315, 626, 333, 650], [232, 636, 242, 649], [240, 613, 250, 626], [362, 624, 378, 645], [249, 610, 258, 623], [336, 618, 356, 642], [245, 646, 265, 672], [292, 634, 310, 656], [266, 642, 290, 667]]","[4, 0, 3, 8, 0, 5, 0, 4, 2]",9
648,00000467-PHOTO-2020-11-28-08-39-36.jpg,digital,189861,1024,768,"[[718, 482, 733, 506], [733, 482, 748, 506], [703, 483, 719, 507], [756, 509, 775, 536], [729, 454, 746, 481], [739, 510, 757, 537], [716, 511, 734, 538], [699, 512, 717, 539], [771, 482, 779, 503], [697, 485, 704, 506], [645, 486, 660, 509], [743, 454, 758, 479], [748, 481, 764, 505]]","[9, 8, 8, 8, 2, 3, 2, 2, 1, 1, 0, 7, 6]",13
649,00000467-PHOTO-2020-12-17-10-37-39.jpg,analog,21038,1200,1600,"[[513, 903, 545, 946], [390, 899, 423, 940], [556, 907, 588, 947], [482, 904, 494, 945], [430, 901, 462, 940], [598, 921, 626, 959]]","[0, 0, 3, 1, 2, 8]",6
650,00000468-PHOTO-2020-11-28-08-39-36.jpg,analog,3813,1024,1024,"[[524, 538, 549, 567], [495, 543, 520, 573], [585, 532, 606, 559], [561, 539, 572, 564], [467, 551, 490, 580], [440, 558, 461, 587], [432, 536, 444, 552]]","[8, 3, 3, 1, 0, 0, 0]",7
651,00000468-PHOTO-2020-12-17-10-47-31.jpg,analog,18704,900,1600,"[[461, 963, 508, 1025], [577, 977, 614, 1029], [407, 967, 447, 1019], [518, 973, 560, 1029], [366, 967, 381, 1021], [298, 967, 339, 1020]]","[7, 4, 8, 0, 1, 0]",6
652,00000469-PHOTO-2020-11-28-08-39-36.jpg,digital,27040,1024,576,"[[575, 277, 589, 299], [554, 230, 568, 253], [527, 277, 542, 300], [541, 277, 557, 300], [560, 277, 575, 299], [532, 254, 545, 273], [546, 253, 557, 273], [557, 253, 569, 273], [581, 253, 594, 273], [569, 254, 582, 273], [503, 284, 515, 300], [566, 230, 579, 252], [483, 255, 496, 273]]","[5, 2, 2, 2, 2, 2, 7, 0, 0, 4, 6, 7, 0]",13
653,00000469-PHOTO-2020-12-17-10-52-34.jpg,digital,18345,1600,1200,"[[928, 629, 946, 668], [908, 631, 927, 666], [892, 631, 907, 667], [871, 631, 890, 667], [861, 634, 872, 669], [1016, 620, 1028, 660], [1029, 618, 1055, 662], [1060, 616, 1087, 662], [1090, 616, 1114, 659], [1076, 678, 1102, 720]]","[5, 4, 3, 0, 1, 1, 0, 5, 3, 9]",10
